afisare istoric adoptii,Sun Jun 02 19:26:43 EEST 2019,Thread[main,5,main]
afisare pacienti alfabetic,Sun Jun 02 19:26:43 EEST 2019,Thread[main,5,main]
afisare pisici pt adoptie,Sun Jun 02 19:26:43 EEST 2019,Thread[main,5,main]
afisare caini pt adoptie,Sun Jun 02 19:26:43 EEST 2019,Thread[main,5,main]
afisare sali capacitate 10,Sun Jun 02 19:26:44 EEST 2019,Thread[main,5,main]
adoptatori mai in varsta 30,Sun Jun 02 19:26:44 EEST 2019,Thread[main,5,main]
